,3,4,5,6,7,9,10,11,14,16,18,22,31,33,44,47,55,63,77,99
,Daniel Ricciardo,Lando Norris,Sebastian Vettel,Nicholas Latifi,Kimi Räikkönen,Nikita Mazepin,Pierre Gasly,Sergio Pérez,Fernando Alonso,Charles Leclerc,Lance Stroll,Yuki Tsunoda,Esteban Ocon,Max Verstappen,Lewis Hamilton,Mick Schumacher,Carlos Sainz,George Russell,Valtteri Bottas,Antonio Giovinazzi
22,01:23.780,01:26.873,01:27.464,01:24.874,,01:25.530,01:23.727,01:22.697,01:23.829,01:23.532,01:24.016,01:46.767,01:27.289,01:22.982,01:22.621,01:24.771,01:44.248,01:25.232,01:22.923,01:27.987
23,01:23.331,01:45.535,01:45.256,01:25.298,,01:26.993,01:23.316,01:22.821,01:22.742,01:23.453,01:23.875,01:24.159,01:47.211,01:22.550,01:22.400,01:25.630,01:23.651,01:26.964,01:22.602,01:47.209
24,01:23.635,01:23.087,01:23.767,01:29.320,,01:25.340,01:27.557,01:22.761,01:23.811,01:23.432,01:23.963,01:23.760,01:24.722,01:22.813,01:22.487,01:24.810,01:24.005,01:25.109,01:22.633,01:23.513
25,01:23.452,01:23.432,01:23.735,01:46.805,,01:25.226,01:45.515,01:22.981,01:23.129,01:27.314,01:23.826,01:23.832,01:22.777,01:22.448,01:22.333,01:26.159,01:23.072,01:25.027,01:22.438,01:23.310
26,01:23.308,01:23.222,01:23.341,01:25.623,,01:24.655,01:22.878,01:22.486,01:23.213,01:45.763,01:23.444,01:23.858,01:23.371,01:22.190,01:22.138,01:24.389,01:23.436,01:27.167,01:22.438,01:24.113
27,01:23.365,01:23.298,01:23.697,01:26.374,,01:25.050,01:23.010,01:22.767,01:23.135,01:22.811,01:23.766,01:24.605,01:22.806,01:22.596,01:22.580,01:25.493,01:23.722,01:26.045,01:22.566,01:23.567
28,01:23.365,01:23.208,01:23.977,01:23.728,,01:26.320,01:22.999,01:22.433,01:23.104,01:23.048,01:23.418,01:23.977,01:22.997,01:22.534,01:21.995,01:24.687,01:23.546,01:28.745,01:22.542,01:24.159
29,01:23.239,01:23.358,01:23.568,01:24.858,,01:25.133,01:23.327,01:22.459,01:23.275,01:22.888,01:23.363,01:24.106,01:23.030,01:22.253,01:22.083,01:23.993,01:23.452,01:46.954,01:22.179,01:23.132
30,01:22.981,01:23.091,01:23.439,01:24.292,,01:24.468,01:23.003,01:22.318,01:23.028,01:22.681,01:23.209,01:23.719,01:22.922,01:22.293,01:22.197,01:23.977,01:23.390,01:25.571,01:22.415,01:23.298
31,01:23.043,01:23.239,01:23.536,01:25.715,,01:28.599,01:23.109,01:22.946,01:23.052,01:22.888,01:23.398,01:23.479,01:22.923,01:22.478,01:21.934,01:23.783,01:23.361,01:25.605,01:22.189,01:23.223
32,01:22.908,01:23.084,01:23.014,01:23.877,,01:50.933,01:23.165,01:22.458,01:22.992,01:23.192,01:23.255,01:23.586,01:23.140,01:22.342,01:22.438,01:27.878,01:23.016,01:23.993,01:22.261,01:23.070
33,01:22.811,01:23.049,01:23.116,01:24.120,,01:24.885,01:23.204,01:22.066,01:22.852,01:23.026,01:23.234,01:23.353,01:23.088,01:22.341,01:21.613,01:49.510,01:23.048,01:24.355,01:21.927,01:23.054
34,01:22.710,01:22.787,01:23.123,01:24.051,,01:24.132,01:24.121,01:21.728,01:22.697,01:22.548,01:22.807,01:23.175,01:21.886,01:21.934,01:21.913,01:24.125,01:22.704,01:23.882,01:22.185,01:22.977
35,01:22.939,01:22.958,01:23.368,01:24.097,,01:28.583,01:23.208,01:22.127,01:22.822,01:23.088,01:23.009,01:24.848,01:22.682,01:25.600,01:22.068,01:24.113,01:23.208,01:23.913,01:22.087,01:23.259
36,01:22.892,01:23.020,01:23.244,01:25.675,,01:24.416,01:23.044,01:22.039,01:23.272,01:22.990,01:23.414,01:23.925,01:22.915,01:43.759,01:22.243,01:23.850,01:23.013,01:23.391,01:25.701,01:23.112
37,01:22.929,01:22.679,01:23.080,01:24.915,,01:24.625,01:22.795,01:22.143,01:22.529,01:22.709,01:23.104,01:23.177,01:22.803,01:22.033,01:25.526,01:25.241,01:24.961,01:24.283,01:47.110,01:22.791
38,01:22.640,01:22.645,01:23.117,01:26.273,,01:24.403,01:22.941,01:21.887,01:22.827,01:22.563,01:23.495,01:23.525,01:22.788,01:21.664,01:45.149,01:25.805,01:22.825,01:24.976,01:21.949,01:22.982
39,01:22.938,01:22.940,01:23.099,01:24.259,,01:24.372,01:22.961,01:22.313,01:22.893,01:22.738,01:27.711,01:23.326,01:22.866,01:21.680,01:21.862,01:24.515,01:23.093,01:25.122,01:22.440,01:23.047
40,01:22.828,01:22.560,01:23.418,01:24.430,,01:24.140,01:22.855,01:22.066,01:28.031,01:22.534,01:44.407,01:23.693,01:22.685,01:21.649,01:21.831,01:24.131,01:22.737,01:23.889,01:22.052,01:22.957
41,01:26.217,01:22.803,01:23.076,01:24.323,,01:26.143,01:23.055,01:22.143,01:45.280,01:22.561,01:22.830,01:23.524,01:22.769,01:22.045,01:21.494,01:24.460,01:22.865,01:23.980,01:21.647,01:23.478
42,01:47.507,01:22.854,01:23.072,01:24.220,,01:28.470,01:23.145,01:22.666,01:21.938,01:22.553,01:22.869,01:23.293,01:23.206,01:21.653,01:21.490,01:24.034,01:23.182,01:23.713,01:21.407,01:22.986
43,01:22.593,01:21.931,01:23.225,01:24.030,,01:31.558,01:22.866,01:22.159,01:23.459,01:23.047,01:22.826,01:23.033,01:22.864,01:21.951,01:21.380,01:24.206,01:22.922,01:23.857,01:21.469,01:22.987
44,01:22.811,01:22.594,01:23.213,01:24.425,,01:51.984,01:23.357,01:22.136,01:24.092,01:22.489,01:22.796,01:22.794,01:22.564,01:21.878,01:21.480,01:24.601,01:24.418,01:23.450,01:21.386,01:23.220
45,01:22.849,01:22.619,01:22.849,01:24.076,,01:28.384,01:22.415,01:22.460,01:22.275,01:22.094,01:23.095,01:22.664,01:22.573,01:21.187,01:21.483,01:23.825,01:22.814,01:23.575,01:20.983,01:23.159
46,01:22.594,01:22.390,01:23.066,01:24.224,,01:24.028,01:22.549,01:24.085,01:22.498,01:21.915,01:22.869,01:22.854,01:22.328,01:21.287,01:21.932,01:24.221,01:22.451,01:23.572,01:21.432,01:22.768
47,01:22.676,01:22.217,01:22.889,01:23.869,,01:24.140,01:22.794,01:22.215,01:22.335,01:22.138,01:22.928,01:22.891,01:22.427,01:21.510,01:20.933,01:24.001,01:22.898,01:23.120,01:21.267,01:22.855
48,01:23.098,01:22.081,01:22.789,01:24.267,,01:24.097,01:26.129,01:22.692,01:22.647,01:22.457,01:22.695,01:22.841,01:22.260,01:21.471,01:21.485,01:24.414,01:22.867,01:23.665,01:21.395,01:22.692
49,01:22.691,01:22.063,01:22.922,01:24.222,,01:24.231,01:23.526,01:22.436,01:22.027,01:22.199,01:22.794,01:23.304,01:22.390,01:21.362,01:21.342,01:24.037,01:22.838,01:23.950,01:21.418,01:22.725
50,01:22.719,01:22.559,01:22.734,01:24.050,,01:23.748,01:22.605,01:23.261,01:22.378,01:22.343,01:22.680,01:22.789,01:22.583,01:22.015,01:21.607,01:25.023,01:22.946,01:23.635,01:21.690,01:22.743
51,01:23.981,01:22.175,01:22.563,01:25.349,,01:24.109,01:23.007,01:28.808,01:22.256,01:21.959,01:22.704,01:24.319,01:22.315,01:21.658,01:21.164,01:25.850,01:22.750,01:23.670,01:21.308,01:22.676
52,01:22.535,01:21.842,01:22.471,01:25.059,,01:24.202,01:22.506,01:46.191,01:22.013,01:22.496,01:22.230,01:22.456,01:22.089,01:21.112,01:21.252,01:23.757,01:22.616,01:23.489,01:21.331,01:22.511
53,01:22.540,01:22.001,01:23.063,01:24.586,,01:24.359,01:22.553,01:21.343,01:22.150,01:22.287,01:22.996,01:23.120,01:22.476,01:21.028,01:21.176,01:24.497,01:23.528,01:23.415,01:21.103,01:23.036
54,01:22.310,01:22.396,01:22.797,01:24.803,,01:24.878,01:22.567,01:22.578,01:22.025,01:22.109,01:22.537,01:30.672,01:22.563,01:21.711,01:21.704,01:25.234,01:22.434,01:23.108,01:23.229,01:22.460
55,01:22.362,01:21.696,01:22.583,01:24.185,,01:26.193,01:22.372,01:20.643,01:22.167,01:21.741,01:22.544,01:22.422,01:22.488,01:21.457,01:21.150,01:23.597,01:22.682,01:23.018,01:23.531,01:22.269
56,01:22.251,01:21.727,01:23.476,01:23.707,,01:24.043,01:22.387,01:22.375,01:22.375,01:21.818,01:22.685,01:22.474,01:22.166,01:21.437,01:21.287,01:23.831,01:22.402,01:23.191,01:21.402,01:22.190
57,01:22.521,01:22.148,01:22.864,01:24.461,,01:23.927,01:22.195,01:22.038,01:22.266,01:22.122,01:22.516,01:22.970,01:22.335,01:21.240,01:21.308,01:26.160,01:22.589,01:24.377,01:21.154,01:22.625
58,01:22.499,01:21.940,01:23.170,01:26.767,,01:23.986,01:22.774,01:22.229,01:22.108,01:21.866,01:22.447,01:22.470,01:22.290,01:21.088,01:21.214,01:26.492,01:23.855,01:24.032,01:21.445,01:22.474
59,01:22.660,01:21.834,01:23.454,01:24.907,,01:25.490,01:22.824,01:21.898,01:21.044,01:21.916,01:21.970,01:22.221,01:21.954,01:21.179,01:21.195,01:23.339,01:22.912,01:25.111,01:21.505,01:22.623
60,01:22.040,01:22.066,01:22.416,01:23.155,,01:26.972,01:22.547,01:22.211,01:21.222,01:21.639,01:22.455,01:22.136,01:21.930,01:21.152,01:21.106,01:23.330,01:22.325,01:22.654,01:20.967,01:22.167
61,01:22.226,01:22.154,01:24.012,01:25.839,,01:23.725,01:22.154,01:22.405,01:21.423,01:21.626,01:22.266,01:22.058,01:21.930,01:20.990,01:20.984,01:22.755,01:22.534,01:23.096,01:21.191,01:22.315
62,01:22.387,01:21.817,01:22.792,01:26.815,,01:27.453,01:22.219,01:21.804,01:21.636,01:21.823,01:24.647,01:22.433,01:22.140,01:20.695,01:21.262,01:26.664,01:22.584,01:23.227,01:21.084,01:22.733
63,01:22.586,01:21.747,01:24.556,01:26.256,,01:25.713,01:22.319,01:21.349,01:21.828,01:21.496,01:22.951,01:22.334,01:22.106,01:21.237,01:21.665,01:25.765,01:22.970,01:23.383,01:24.774,01:24.229
64,01:21.987,01:22.046,01:22.884,01:24.161,,01:23.641,01:22.505,01:22.278,01:21.730,01:22.336,01:23.062,01:22.603,01:22.524,01:25.271,01:21.903,01:23.961,01:23.881,01:25.570,01:44.236,01:22.695
65,01:22.524,01:21.717,01:23.190,,,,01:22.014,01:21.621,01:21.865,01:21.973,01:26.340,01:22.809,01:22.260,01:44.915,01:21.149,,01:24.073,01:24.601,01:19.865,01:22.999
66,01:22.800,01:22.303,,,,,01:22.432,01:21.766,01:21.032,01:23.729,,,01:22.286,01:19.849,01:22.011,,01:23.387,,01:20.826,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,3,Daniel Ricciardo,,,,,,,,,,
,,,,,,,,,4,Lando Norris,,,,,,,,,,
,,,,,,,,,5,Sebastian Vettel,,,,,,,,,,
,,,,,,,,,6,Nicholas Latifi,,,,,,,,,,
,,,,,,,,,7,Kimi Räikkönen,,,,,,,,,,
,,,,,,,,,9,Nikita Mazepin,,,,,,,,,,
,,,,,,,,,10,Pierre Gasly,,,,,,,,,,
,,,,,,,,,11,Sergio Pérez,,,,,,,,,,
,,,,,,,,,14,Fernando Alonso,,,,,,,,,,
,,,,,,,,,16,Charles Leclerc,,,,,,,,,,
,,,,,,,,,18,Lance Stroll,,,,,,,,,,
,,,,,,,,,22,Yuki Tsunoda,,,,,,,,,,
,,,,,,,,,31,Esteban Ocon,,,,,,,,,,
,,,,,,,,,33,Max Verstappen,,,,,,,,,,
,,,,,,,,,44,Lewis Hamilton,,,,,,,,,,
,,,,,,,,,47,Mick Schumacher,,,,,,,,,,
,,,,,,,,,55,Carlos Sainz,,,,,,,,,,
,,,,,,,,,63,George Russell,,,,,,,,,,
,,,,,,,,,77,Valtteri Bottas,,,,,,,,,,
,,,,,,,,,99,Antonio Giovinazzi,,,,,,,,,,
