,3,4,5,6,7,9,10,11,14,16,18,22,31,33,44,47,55,63,77,99
,Daniel Ricciardo,Lando Norris,Sebastian Vettel,Nicholas Latifi,Kimi Räikkönen,Nikita Mazepin,Pierre Gasly,Sergio Pérez,Fernando Alonso,Charles Leclerc,Lance Stroll,Yuki Tsunoda,Esteban Ocon,Max Verstappen,Lewis Hamilton,Mick Schumacher,Carlos Sainz,George Russell,Valtteri Bottas,Antonio Giovinazzi
22,01:24.769,01:24.783,01:44.529,01:25.596,01:24.940,01:31.969,01:25.942,01:24.764,01:42.352,01:24.105,01:28.864,,01:25.145,01:23.513,01:23.323,01:26.300,01:28.620,01:25.048,01:24.151,01:25.261
23,01:24.514,01:27.125,01:23.247,01:25.292,01:24.769,01:46.885,01:24.718,01:24.545,01:23.886,01:24.275,01:41.265,,01:28.110,01:23.729,01:23.576,01:29.741,01:40.926,01:25.104,01:27.743,01:24.996
24,01:24.547,01:43.909,01:23.523,01:25.385,01:24.991,01:24.384,01:23.853,01:24.527,01:23.858,01:24.170,01:23.832,,01:43.206,01:28.038,01:24.510,01:46.559,01:23.991,01:25.086,01:40.129,01:25.431
25,01:27.870,01:24.378,01:23.788,01:25.192,01:24.725,01:26.761,01:24.043,01:25.924,01:24.705,01:24.227,01:24.484,,01:24.122,01:41.545,01:23.284,01:24.244,01:24.501,01:24.691,01:21.993,01:25.013
26,01:42.377,01:24.395,01:24.265,01:25.048,01:24.788,01:24.806,01:24.139,01:23.608,01:24.733,01:24.595,01:24.230,,01:24.926,01:21.411,01:23.664,01:24.435,01:23.835,01:24.705,01:22.445,01:26.182
27,01:23.073,01:24.430,01:24.316,01:29.626,01:24.791,01:24.844,01:24.120,01:26.984,01:24.418,01:24.519,01:24.506,,01:23.980,01:22.171,01:23.107,01:24.419,01:23.494,01:25.994,01:22.408,01:26.851
28,01:23.316,01:24.127,01:24.465,01:42.425,01:24.391,01:24.862,01:24.259,01:43.231,01:24.591,01:28.933,01:25.375,,01:24.085,01:22.258,01:27.030,01:24.372,01:23.792,01:27.780,01:22.168,01:26.595
29,01:24.012,01:24.308,01:25.473,01:24.290,01:26.309,01:24.754,01:24.941,01:21.962,01:25.604,01:41.185,01:23.798,,01:23.955,01:22.446,01:40.943,01:23.989,01:23.134,01:41.012,01:22.572,01:26.400
30,01:23.545,01:24.379,01:25.212,01:24.058,01:26.038,01:24.830,01:26.682,01:22.141,01:24.274,01:22.775,01:24.453,,01:24.226,01:22.621,01:21.276,01:23.959,01:23.889,01:23.208,01:22.456,01:28.134
31,01:23.047,01:24.438,01:24.277,01:23.973,01:25.928,01:25.107,01:23.567,01:22.906,01:24.089,01:22.799,01:24.195,,01:23.873,01:22.714,01:21.204,01:24.029,01:22.476,01:23.651,01:22.391,01:26.402
32,01:23.140,01:24.053,01:24.054,01:24.008,01:25.187,01:27.806,01:23.816,01:23.181,01:24.484,01:22.945,01:24.228,,01:24.213,01:22.456,01:21.403,01:24.569,01:23.004,01:23.631,01:22.263,01:26.408
33,01:23.049,01:24.080,01:24.321,01:23.514,01:24.913,01:25.466,01:24.030,01:23.043,01:24.187,01:22.710,01:23.989,,01:24.326,01:22.131,01:21.509,01:23.962,01:22.956,01:23.614,01:22.228,01:25.302
34,01:23.045,01:24.120,01:23.920,01:23.828,01:24.949,01:27.730,01:23.955,01:23.051,01:24.102,01:22.625,01:24.234,,01:24.204,01:21.533,01:21.512,01:24.267,01:22.901,01:23.986,01:22.377,01:25.029
35,01:22.969,01:24.276,01:23.914,01:24.411,01:26.779,01:25.299,01:24.079,01:22.951,01:24.106,01:22.582,01:24.277,,01:24.272,01:21.571,01:21.468,01:24.238,01:22.806,01:24.412,01:21.407,01:25.234
36,01:23.142,01:24.933,01:24.335,01:24.247,01:25.867,01:25.147,01:24.341,01:23.361,01:24.329,01:22.586,01:24.606,,01:24.119,01:21.487,01:21.726,01:24.381,01:22.977,01:24.067,01:21.789,01:25.111
37,01:22.953,01:23.575,01:24.369,01:23.855,01:30.354,01:25.221,01:24.498,01:22.768,01:24.377,01:22.604,01:25.034,,01:23.999,01:21.872,01:21.605,01:27.523,01:22.832,01:24.495,01:21.527,01:26.820
38,01:23.026,01:23.266,01:27.558,01:24.337,01:44.270,01:26.812,01:24.336,01:22.955,01:24.032,01:22.824,01:23.642,,01:23.823,01:21.727,01:22.036,01:25.480,01:22.651,01:24.515,01:21.946,01:25.720
39,01:23.006,01:23.224,01:42.160,01:24.104,01:23.915,01:25.457,01:23.711,01:22.920,01:24.046,01:22.660,01:27.013,,01:23.745,01:22.084,01:22.039,01:26.294,01:22.988,01:24.016,01:22.346,01:32.536
40,01:23.352,01:23.176,01:23.264,01:23.930,01:23.444,01:25.809,01:23.755,01:23.371,01:23.944,01:22.560,01:41.986,,01:23.452,01:21.990,01:21.778,01:24.978,01:22.967,01:23.915,01:21.635,01:44.771
41,01:23.719,01:23.260,01:23.096,01:23.900,01:23.170,01:25.309,01:23.876,01:24.725,01:24.011,01:22.826,01:23.068,,01:23.484,01:21.717,01:21.697,01:24.258,01:23.948,01:23.882,01:22.838,01:23.220
42,01:23.364,01:23.157,01:25.554,01:25.623,01:25.493,01:29.125,01:23.952,01:22.967,01:24.120,01:22.698,01:23.515,,01:23.466,01:22.118,01:25.686,01:24.398,01:23.499,01:23.649,01:22.694,01:22.802
43,01:23.433,01:23.172,01:23.037,01:24.266,01:22.964,01:46.069,01:23.723,01:23.103,01:23.968,01:22.735,01:23.239,,01:23.640,01:21.632,01:39.613,01:26.013,01:23.521,01:23.780,01:22.683,01:23.004
44,01:22.966,01:23.270,01:22.949,01:23.906,01:23.002,01:24.842,01:23.903,01:22.770,01:23.923,01:22.759,01:22.944,,01:23.472,01:21.886,01:20.775,01:24.384,01:22.914,01:23.890,01:22.038,01:23.056
45,01:23.303,01:23.381,01:23.438,01:24.061,01:23.194,01:24.040,01:24.140,01:23.211,01:24.040,01:22.805,01:24.777,,01:23.353,01:21.987,01:20.728,01:24.092,01:23.173,01:25.394,01:22.338,01:23.193
46,01:28.536,01:23.416,01:23.426,01:25.922,01:23.530,01:24.392,01:24.151,01:22.272,01:24.205,01:22.737,01:23.589,,01:23.311,01:22.473,01:20.730,01:24.223,01:27.033,01:24.241,01:22.550,01:23.266
47,01:41.018,01:23.589,01:24.652,01:27.143,01:24.800,01:24.539,01:29.486,01:22.055,01:24.423,01:23.040,01:22.607,,01:23.799,01:22.589,01:21.348,01:26.973,01:41.059,01:23.949,01:22.254,01:23.532
48,01:22.580,01:23.448,01:24.514,01:24.916,01:24.879,01:24.381,01:44.310,01:21.883,01:25.825,01:23.016,01:22.915,,01:23.611,01:23.039,01:21.270,01:24.728,01:22.095,01:24.159,01:22.045,01:23.521
49,01:23.428,01:25.779,01:24.237,01:26.946,01:23.560,01:26.441,01:21.496,01:22.204,01:24.350,01:22.411,01:24.741,,01:23.583,01:22.924,01:21.155,01:24.560,01:24.034,01:23.707,01:22.245,01:23.429
50,01:22.437,01:24.764,01:23.381,01:28.650,01:23.284,01:24.465,01:23.056,01:22.024,01:24.342,01:22.531,01:22.910,,01:23.793,01:22.340,01:20.994,01:28.280,01:21.852,01:23.995,01:22.900,01:24.806
51,01:24.413,01:26.880,01:23.515,01:43.082,01:23.570,01:24.053,01:21.387,01:22.579,01:24.861,01:22.461,01:23.064,,01:24.691,01:22.513,01:21.225,01:43.198,01:24.136,01:24.183,01:22.728,01:23.381
52,01:22.604,01:41.830,01:23.148,01:23.127,01:22.935,01:24.204,01:22.019,01:22.567,01:24.596,01:22.462,01:24.109,,01:25.589,01:22.358,01:22.670,01:22.970,01:24.631,01:25.238,01:25.165,01:23.303
53,01:22.746,01:22.349,01:24.633,01:22.977,01:23.112,01:26.228,01:21.729,01:23.031,01:25.347,01:22.286,01:23.008,,01:25.088,01:22.168,01:21.304,01:22.752,01:21.568,01:24.483,01:27.702,01:23.237
54,01:22.267,01:23.303,01:23.062,01:23.280,01:22.868,01:24.824,01:23.036,01:22.690,01:24.629,01:22.717,01:23.265,,01:24.758,01:22.529,01:20.665,01:22.637,01:21.918,01:24.480,01:40.105,01:23.119
55,01:21.993,01:23.941,01:23.101,01:23.515,01:23.146,01:24.420,01:22.945,01:22.682,01:25.543,01:22.944,01:23.688,,01:26.767,01:22.664,01:20.787,01:22.649,01:21.815,01:25.577,01:20.091,01:23.050
56,01:22.036,01:21.279,01:22.820,01:23.144,01:22.947,01:26.574,01:22.895,01:23.110,01:25.384,01:22.956,01:24.542,,01:26.157,01:22.923,01:20.990,01:22.646,01:21.934,01:24.782,01:22.012,01:23.060
57,01:21.860,01:22.082,01:23.374,01:22.905,01:23.395,01:24.949,01:23.422,01:27.212,01:25.150,01:24.245,01:25.146,,01:24.520,01:22.554,01:20.906,01:23.567,01:22.052,01:25.045,01:20.242,01:23.098
58,01:22.256,01:21.701,01:24.720,01:23.194,01:24.922,01:24.698,01:24.878,01:40.501,01:25.336,01:26.959,01:25.166,,01:24.479,01:22.411,01:20.931,01:26.684,01:22.249,01:25.435,01:21.333,01:23.229
59,01:22.531,01:21.788,01:25.309,01:24.998,01:25.413,01:26.610,01:25.339,01:22.891,01:25.706,01:40.867,01:25.066,,01:25.084,01:22.546,01:21.521,01:26.422,01:22.221,01:28.620,01:22.241,01:23.511
60,01:21.853,01:23.140,01:25.907,01:23.041,01:27.936,01:27.116,01:26.694,01:19.483,01:27.797,01:21.064,01:27.774,,01:24.941,01:28.448,01:22.205,01:23.102,01:22.014,01:27.411,01:23.900,01:23.623
61,01:22.091,01:22.263,01:26.156,01:22.988,01:23.668,01:30.047,01:22.804,01:21.668,01:31.873,01:21.056,01:22.670,,01:26.208,01:41.338,01:21.107,01:23.825,01:22.120,01:26.176,01:23.695,01:23.555
62,01:22.123,01:23.656,01:23.465,01:23.038,01:23.465,01:27.399,01:21.892,01:21.400,01:46.209,01:20.931,01:24.615,,01:26.775,01:18.149,01:21.636,01:23.547,01:22.290,01:24.867,01:21.331,01:25.310
63,01:22.067,01:25.197,01:23.813,01:22.960,01:23.102,01:24.739,01:21.404,01:20.955,01:21.182,01:21.326,01:22.864,,01:25.230,01:20.216,01:21.705,01:25.695,01:22.037,01:25.234,01:20.619,01:23.949
64,01:22.489,01:22.989,01:23.510,01:22.942,01:23.057,01:24.471,01:21.375,01:21.703,01:23.452,01:20.459,01:23.177,,01:26.766,01:19.619,01:21.708,01:23.585,01:22.454,01:26.770,01:20.632,01:23.445
65,01:22.298,01:23.099,01:23.519,01:28.857,01:23.610,,01:23.746,01:21.408,01:21.355,01:22.501,01:23.643,,01:26.593,01:20.146,01:21.985,,01:22.259,01:25.794,01:19.430,01:23.896
66,01:22.438,,,,,,,01:20.971,,01:23.696,,,,01:20.875,01:22.044,,01:22.347,,01:21.252,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,3,Daniel Ricciardo,,,,,,,,,,,
,,,,,,,,4,Lando Norris,,,,,,,,,,,
,,,,,,,,5,Sebastian Vettel,,,,,,,,,,,
,,,,,,,,6,Nicholas Latifi,,,,,,,,,,,
,,,,,,,,7,Kimi Räikkönen,,,,,,,,,,,
,,,,,,,,9,Nikita Mazepin,,,,,,,,,,,
,,,,,,,,10,Pierre Gasly,,,,,,,,,,,
,,,,,,,,11,Sergio Pérez,,,,,,,,,,,
,,,,,,,,14,Fernando Alonso,,,,,,,,,,,
,,,,,,,,16,Charles Leclerc,,,,,,,,,,,
,,,,,,,,18,Lance Stroll,,,,,,,,,,,
,,,,,,,,22,Yuki Tsunoda,,,,,,,,,,,
,,,,,,,,31,Esteban Ocon,,,,,,,,,,,
,,,,,,,,33,Max Verstappen,,,,,,,,,,,
,,,,,,,,44,Lewis Hamilton,,,,,,,,,,,
,,,,,,,,47,Mick Schumacher,,,,,,,,,,,
,,,,,,,,55,Carlos Sainz,,,,,,,,,,,
,,,,,,,,63,George Russell,,,,,,,,,,,
,,,,,,,,77,Valtteri Bottas,,,,,,,,,,,
,,,,,,,,99,Antonio Giovinazzi,,,,,,,,,,,
