,3,4,5,6,7,9,10,11,14,16,18,22,31,33,44,47,55,63,77,99
,Daniel Ricciardo,Lando Norris,Sebastian Vettel,Nicholas Latifi,Kimi Räikkönen,Nikita Mazepin,Pierre Gasly,Sergio Pérez,Fernando Alonso,Charles Leclerc,Lance Stroll,Yuki Tsunoda,Esteban Ocon,Max Verstappen,Lewis Hamilton,Mick Schumacher,Carlos Sainz,George Russell,Valtteri Bottas,Antonio Giovinazzi
22,01:15.511,01:16.214,01:16.146,01:16.229,01:16.483,01:17.620,01:15.824,01:14.896,01:15.768,01:15.447,01:19.904,01:16.129,01:16.144,01:14.580,01:14.531,01:16.468,01:15.652,01:16.452,01:15.409,01:16.874
23,01:15.625,01:16.318,01:16.134,01:16.231,01:16.281,01:17.466,01:15.659,01:14.794,01:15.465,01:15.289,01:34.622,01:15.832,01:16.104,01:14.774,01:14.775,01:18.361,01:15.423,01:16.133,01:15.139,01:15.957
24,01:15.468,01:16.237,01:16.409,01:15.998,01:16.135,01:17.613,01:16.066,01:15.036,01:15.756,01:15.592,01:15.382,01:16.076,01:16.167,01:14.842,01:15.124,01:18.747,01:15.850,01:16.399,01:15.021,01:16.290
25,01:15.607,01:16.231,01:16.251,01:16.150,01:16.194,01:17.612,01:19.470,01:15.297,01:15.683,01:15.695,01:15.344,01:16.259,01:16.170,01:15.061,01:14.976,01:20.681,01:15.561,01:16.380,01:15.019,01:16.384
26,01:15.300,01:15.793,01:16.446,01:16.665,01:16.340,01:17.714,01:31.872,01:15.135,01:15.769,01:15.465,01:16.581,01:16.190,01:16.140,01:14.911,01:18.676,01:17.051,01:19.586,01:16.732,01:15.146,01:16.382
27,01:15.831,01:16.279,01:16.543,01:18.177,01:17.513,01:17.664,01:14.297,01:15.272,01:16.102,01:19.370,01:17.717,01:16.335,01:16.497,01:18.696,01:29.802,01:16.488,01:31.824,01:16.986,01:15.242,01:16.473
28,01:16.651,01:16.883,01:20.262,01:17.845,01:21.185,01:17.329,01:15.349,01:19.188,01:16.305,01:31.496,01:16.295,01:18.607,01:16.381,01:30.413,01:13.364,01:16.488,01:15.285,01:16.921,01:15.334,01:18.919
29,01:15.818,01:17.131,01:33.946,01:17.124,01:34.516,01:18.429,01:15.605,01:31.989,01:16.298,01:14.688,01:15.537,01:16.724,01:16.284,01:13.501,01:13.162,01:33.043,01:15.594,01:16.398,01:14.672,01:21.778
30,01:30.060,01:31.345,01:31.338,01:32.763,01:29.316,01:32.873,01:30.142,01:28.280,01:31.337,01:30.364,01:30.293,01:30.895,01:32.020,01:24.575,01:24.312,01:40.958,01:31.341,01:30.589,01:27.036,01:45.612
31,01:31.466,01:17.207,01:15.083,01:16.587,01:15.083,01:18.565,01:15.245,01:13.698,01:15.603,01:14.957,01:15.408,01:16.393,01:32.154,01:19.408,01:19.397,01:16.779,01:14.540,01:16.596,01:31.638,01:14.480
32,01:15.371,01:15.986,01:14.760,01:16.319,01:14.588,01:18.097,01:15.095,01:13.566,01:15.701,01:14.497,01:15.440,01:16.374,01:14.825,01:13.155,01:13.225,01:16.293,01:14.324,01:17.009,01:13.002,01:14.830
33,01:14.681,01:16.168,01:16.189,01:17.047,01:14.782,01:17.984,01:14.608,01:13.536,01:16.518,01:14.620,01:15.564,01:16.346,01:15.031,01:13.140,01:13.291,01:17.768,01:14.890,01:16.768,01:13.583,01:15.182
34,01:15.137,01:15.713,01:15.126,01:16.264,01:15.128,01:22.435,01:14.563,01:13.707,01:19.796,01:14.328,01:15.469,01:15.972,01:15.135,01:13.391,01:13.491,01:16.220,01:14.317,01:17.155,01:13.085,01:15.090
35,01:15.136,01:15.623,01:15.348,01:16.529,01:15.054,01:35.011,01:14.349,01:13.672,01:31.870,01:14.062,01:15.644,01:16.271,01:15.093,01:13.434,01:13.470,01:15.985,01:14.285,01:16.462,01:13.358,01:15.461
36,01:14.872,01:15.817,01:14.817,01:16.294,01:14.955,01:14.954,01:14.327,01:13.517,01:14.556,01:14.006,01:15.669,01:16.372,01:15.925,01:13.578,01:13.515,01:17.407,01:14.462,01:17.476,01:13.553,01:15.459
37,01:14.854,01:19.164,01:15.007,01:16.225,01:15.106,01:15.104,01:14.631,01:13.601,01:13.922,01:14.043,01:15.827,01:17.689,01:15.310,01:13.838,01:13.967,01:17.188,01:14.249,01:16.494,01:13.511,01:15.803
38,01:14.589,01:33.595,01:17.002,01:16.309,01:15.418,01:15.408,01:14.410,01:13.485,01:15.036,01:13.989,01:16.310,01:17.653,01:14.971,01:13.475,01:13.395,01:16.630,01:14.163,01:16.563,01:13.530,01:16.252
39,01:14.595,01:14.581,01:15.461,01:20.044,01:15.643,01:15.753,01:14.494,01:13.582,01:15.237,01:14.166,01:16.896,01:21.801,01:15.129,01:13.693,01:13.466,01:15.834,01:14.032,01:16.946,01:13.584,01:16.815
40,01:14.443,01:14.382,01:15.775,01:34.440,01:15.482,01:17.868,01:14.449,01:13.499,01:14.126,01:14.156,01:16.566,01:46.372,01:15.035,01:17.355,01:13.584,01:15.695,01:14.035,01:16.710,01:13.661,01:16.477
41,01:14.696,01:16.635,01:15.567,01:15.279,01:16.710,01:15.942,01:14.859,01:13.886,01:14.455,01:14.266,01:16.514,01:16.664,01:14.974,01:29.979,01:13.577,01:15.694,01:14.502,01:21.624,01:17.563,01:17.588
42,01:14.723,01:15.900,01:15.394,01:17.852,01:16.347,01:17.886,01:14.839,01:17.410,01:14.165,01:14.211,01:15.629,01:14.592,01:14.954,01:12.959,01:13.394,01:15.216,01:14.551,01:31.963,01:30.597,01:19.553
43,01:14.787,01:15.040,01:15.151,01:16.349,01:14.150,01:15.953,01:14.709,01:29.500,01:14.188,01:14.847,01:15.748,01:15.127,01:14.611,01:13.261,01:17.413,01:15.427,01:14.560,01:15.111,01:12.862,01:33.866
44,01:14.879,01:14.732,01:15.241,01:16.775,01:15.374,01:17.496,01:14.858,01:12.376,01:14.358,01:14.265,01:15.790,01:16.613,01:14.552,01:12.963,01:29.598,01:15.689,01:14.208,01:16.154,01:12.966,01:14.227
45,01:14.641,01:14.578,01:15.172,01:15.630,01:14.745,01:17.076,01:14.844,01:12.838,01:14.107,01:15.093,01:17.615,01:16.305,01:14.570,01:12.977,01:12.135,01:15.751,01:14.755,01:14.355,01:13.201,01:14.377
46,01:14.724,01:14.663,01:15.061,01:15.218,01:14.716,01:16.277,01:14.730,01:13.669,01:14.341,01:14.596,01:16.190,01:14.717,01:14.537,01:12.714,01:11.982,01:15.576,01:14.148,01:14.383,01:13.063,01:16.280
47,01:15.470,01:14.240,01:14.879,01:14.874,01:15.903,01:15.872,01:14.713,01:13.092,01:14.452,01:14.766,01:20.943,01:16.810,01:14.640,01:12.486,01:12.384,01:15.420,01:14.268,01:16.717,01:13.177,01:15.226
48,01:16.146,01:14.403,01:14.657,01:15.013,01:14.824,01:15.841,01:14.694,01:13.395,01:14.361,01:14.622,,01:15.103,01:14.430,01:14.042,01:14.577,01:15.332,01:14.071,01:15.347,01:13.441,01:15.655
49,01:32.007,01:14.294,01:14.902,01:14.904,01:14.701,01:15.529,01:14.844,01:13.659,01:14.693,01:14.471,,01:14.988,01:14.793,01:12.833,01:12.719,01:15.411,01:14.421,01:15.364,01:12.526,01:15.063
50,,01:14.115,01:14.938,01:14.887,01:14.670,01:15.284,01:14.832,01:13.147,01:14.563,01:15.068,,01:14.966,01:14.486,01:12.839,01:12.559,01:16.641,01:14.862,01:14.790,01:13.410,01:14.840
51,,01:14.477,01:14.873,01:14.717,01:15.025,01:15.549,01:18.440,01:13.041,01:14.155,01:14.815,,01:17.298,01:14.450,01:12.668,01:12.971,01:16.480,01:14.640,01:14.950,01:13.214,01:14.936
52,,01:14.334,01:15.054,01:14.820,01:18.680,01:16.876,01:30.637,01:12.934,01:14.642,01:18.290,,01:15.174,01:16.812,01:12.774,01:12.486,01:18.597,01:15.241,01:15.022,01:13.074,01:14.836
53,,01:13.761,01:14.817,01:14.834,01:29.789,01:15.669,01:13.227,01:12.960,01:14.501,01:31.351,,01:14.261,01:14.766,01:12.686,01:12.650,01:15.905,01:18.510,01:15.462,01:12.967,01:15.128
54,,01:14.018,01:14.558,01:14.695,01:12.621,01:18.333,01:13.848,01:12.898,01:15.341,01:13.486,,01:14.317,01:15.010,01:12.502,01:12.832,01:16.095,01:30.648,01:14.917,01:13.151,01:14.927
55,,01:14.766,01:18.281,01:14.785,01:12.958,01:17.994,01:14.461,01:12.915,01:15.588,01:12.924,,01:14.435,01:15.231,01:12.491,01:12.563,01:19.610,01:13.280,01:14.528,01:12.955,01:14.831
56,,01:15.844,01:31.855,01:14.814,01:13.766,01:16.001,01:15.518,01:13.189,01:15.389,01:13.002,,01:14.605,01:15.195,01:12.552,01:12.424,01:16.405,01:13.075,01:14.895,01:13.421,01:14.615
57,,01:14.034,01:14.097,01:14.616,01:13.907,01:15.738,01:14.969,01:13.336,01:15.031,01:13.037,,01:14.771,01:15.265,01:12.747,01:12.387,01:18.181,01:13.094,01:14.773,01:12.972,01:14.980
58,,01:14.179,01:14.024,01:14.700,01:13.692,01:15.766,01:16.110,01:13.468,01:15.907,01:13.080,,01:14.765,01:15.921,01:13.414,01:13.400,01:16.658,01:12.811,01:14.616,01:12.931,01:14.690
59,,01:14.452,01:13.742,01:14.759,01:13.694,01:18.403,01:14.804,01:13.250,01:15.160,01:13.075,,01:14.808,01:15.038,01:14.068,01:12.379,01:16.434,01:12.971,01:14.822,01:13.285,01:14.767
60,,01:14.252,01:13.790,01:16.063,01:13.787,01:15.582,01:15.041,01:13.052,01:15.401,01:13.071,,01:14.772,01:16.928,01:13.334,01:12.581,01:16.606,01:12.990,01:15.089,01:12.830,01:14.917
61,,01:14.552,01:13.759,01:16.232,01:13.621,01:15.391,01:14.104,01:13.040,01:15.974,01:12.822,,01:14.386,01:17.130,01:13.365,01:12.869,01:21.146,01:12.960,01:15.022,01:12.888,01:15.037
62,,01:14.506,01:13.749,01:14.793,01:13.381,01:15.450,01:14.669,01:13.193,01:14.787,01:12.973,,01:14.204,01:14.960,01:13.796,01:13.290,01:34.865,01:13.228,01:14.909,01:13.585,01:14.580
63,,01:16.323,01:13.848,01:14.696,01:13.587,01:19.831,01:14.926,01:12.912,01:14.944,01:12.996,,01:16.217,01:14.460,01:13.482,01:13.190,01:14.061,01:12.710,01:15.020,01:13.383,01:15.075
64,,01:16.284,01:13.754,01:14.797,01:13.829,01:16.033,01:13.676,01:13.294,01:15.589,01:12.881,,01:16.082,01:14.914,01:13.837,01:12.834,01:14.068,01:12.901,01:14.890,01:14.047,01:15.212
65,,01:14.620,01:13.842,01:15.045,01:14.597,01:17.175,01:13.667,01:13.972,01:14.518,01:13.053,,01:15.113,01:15.210,01:13.659,01:12.947,01:14.182,01:13.221,01:15.055,01:13.346,01:15.574
66,,01:14.340,01:13.960,01:14.881,01:13.974,01:15.757,01:13.718,01:13.424,01:14.244,01:13.219,,01:14.921,01:14.897,01:14.285,01:13.174,01:13.793,01:12.957,01:15.510,01:13.622,01:15.813
67,,01:14.575,01:13.919,01:14.741,01:13.815,01:16.714,01:13.699,01:13.319,01:14.545,01:13.641,,01:14.880,01:15.901,01:13.958,01:13.233,01:14.573,01:13.005,01:15.537,01:13.427,01:16.952
68,,01:14.305,01:13.833,01:14.710,01:14.388,01:15.642,01:13.584,01:13.486,01:14.273,01:13.149,,01:14.956,01:16.177,01:14.425,01:13.416,01:14.643,01:13.532,01:16.625,01:13.877,01:15.434
69,,01:14.626,01:13.634,01:14.868,01:13.782,01:15.806,01:13.569,01:18.016,01:14.469,01:13.330,,01:15.556,01:15.311,01:14.389,01:13.557,01:14.390,01:13.377,01:15.163,01:13.163,01:15.242
70,,01:14.605,01:14.025,01:15.158,01:14.298,,01:14.069,01:34.208,01:23.461,01:13.191,,01:15.377,01:15.277,01:14.407,01:13.602,,01:12.849,01:15.305,01:13.371,01:15.479
71,,,,,,,,01:11.010,,01:14.380,,,,01:14.926,01:13.860,,01:13.147,,01:13.454,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,3,Daniel Ricciardo,,,,,,,,,,
,,,,,,,,,4,Lando Norris,,,,,,,,,,
,,,,,,,,,5,Sebastian Vettel,,,,,,,,,,
,,,,,,,,,6,Nicholas Latifi,,,,,,,,,,
,,,,,,,,,7,Kimi Räikkönen,,,,,,,,,,
,,,,,,,,,9,Nikita Mazepin,,,,,,,,,,
,,,,,,,,,10,Pierre Gasly,,,,,,,,,,
,,,,,,,,,11,Sergio Pérez,,,,,,,,,,
,,,,,,,,,14,Fernando Alonso,,,,,,,,,,
,,,,,,,,,16,Charles Leclerc,,,,,,,,,,
,,,,,,,,,18,Lance Stroll,,,,,,,,,,
,,,,,,,,,22,Yuki Tsunoda,,,,,,,,,,
,,,,,,,,,31,Esteban Ocon,,,,,,,,,,
,,,,,,,,,33,Max Verstappen,,,,,,,,,,
,,,,,,,,,44,Lewis Hamilton,,,,,,,,,,
,,,,,,,,,47,Mick Schumacher,,,,,,,,,,
,,,,,,,,,55,Carlos Sainz,,,,,,,,,,
,,,,,,,,,63,George Russell,,,,,,,,,,
,,,,,,,,,77,Valtteri Bottas,,,,,,,,,,
,,,,,,,,,99,Antonio Giovinazzi,,,,,,,,,,
